"name_ovd","address","coordinate"
"ФКУ СИЗО-1 УФСИН России по Республике Северная Осетия – Алания | Республика Северная Осетия","проспект Коста, д. 205, г. Владикавказ, Республика Северная Осетия — Алания, Россия, 362020","43.033213,44.665431"
"ФКУ СИЗО-6 ФСИН России | Республика Северная Осетия","ул. Мордовцева, д. 6, город Владикавказ, Республика Северная Осетия — Алания, Россия, 362040","43.023783,44.684002"
"п. Вадино | ФКУ «ИК № 2 УФСИН России по Смоленской области»","Сафоновский район, поселок Вадино, Смоленская область, Россия, 215520","55.261459,33.249286"
"Сафоново | ФКУ ИК-3 УФСИН России по Смоленской области","ул Шахта-3, Сафоновский район, город Сафоново, Смоленская область, Россия, 215503","55.147811,33.220799"
"ФКУ СИЗО-1 УФСИН России по Смоленской области | Смоленская область","пр-кт Гагарина, д.16, город Смоленск, Смоленская область, Россия, 214018","54.770593,32.04634"
"Смоленская ПБСТИН","ул Карла Маркса, д. 71, Сычевский район, город Сычевка, Смоленская область, Россия, 215280","55.821053,34.263754"
"с. Кочубеевское | ФКУ «ИК № 1 УФСИН России по Ставропольскому краю»","П/С Западный ул, зд. 16, Кочубеевский р-н, с Кочубеевское, Ставропольский край, Россия, 357000","44.66072,41.854086"
"с. Кочубеевское | ФКУ «ИК № 2 УФСИН России по Ставропольскому краю»","Станционная ул, двлд. 11, Кочубеевский р-н, с Кочубеевское, Ставропольский край, Россия, 357000","44.674476,41.832414"
"с. Краснокумское | ФКУ «ИК № 3 УФСИН России по Ставропольскому краю»","Левобережная ул, д. 19, Георгиевский район, село Краснокумское, Ставропольский край, Россия, 357834","44.214948,43.506941"
"х. Дыдымкин | ФКУ «ИК № 6 УФСИН России по Ставропольскому краю»","ул. Тивилева, д.2, Курский район, хутор Дыдымкин, Ставропольский край, Россия, 357871","43.939974,44.840825"
"Зеленокумск | ФКУ «ИК № 7 УФСИН России по Ставропольскому краю»","Почтовая ул, зд. 78, Советский район, город Зеленокумск, Ставропольский край, Россия, 357910","44.412596,43.894106"
"Ставрополь | ФКУ «ИК № 11 УФСИН России по Ставропольскому краю»","город Ставрополь, Ставропольский край, Россия, 355000","45.034229,42.030059"
"ФКУ СИЗО-1 УФСИН России по Ставропольскому краю | Ставропольский край","пл Воровского, д. 6, город Ставрополь, Ставропольский край, Россия, 355002","45.031857,41.966332"
"ФКУ СИЗО-2 УФСИН России по Ставропольскому краю | Ставропольский край","Теплосерная ул, д. 123, город Пятигорск, Ставропольский край, Россия, 357502","44.038695,43.097104"
"Тамбов | ФКУ «ИК № 1 УФСИН России по Тамбовской области»","Мичуринская ул, д. 57, город Тамбов, Тамбовская область, Россия, 392000","52.738254,41.440745"
"п. Зеленый | ФКУ «ИК № 3 УФСИН России по Тамбовской области»","Центральная ул, д. 6, Рассказовский район, поселок Зелёный, Тамбовская область, Россия, 393265","52.713793,42.01369"
"Моршанск | ФКУ «ИК № 5 УФСИН России по Тамбовской области»","ул. Сурикова, д.39, город Моршанск, Тамбовская область, Россия, 393950","53.442202,41.846678"
"п. Садовый | ФКУ «КП № 2 УФСИН России по Тамбовской области»","Зеленая ул, д. 11, Кирсановский район, поселок Садовый, Тамбовская область, Россия, 393360","52.629684,42.722087"
"п. Полевой | ФКУ «ЛИУ № 7 УФСИН России по Тамбовской области»","Рабочая ул, д. 7, Кирсановский район, поселок Полевой, Тамбовская область, Россия, 393354","52.817743,42.486712"
"ФКУ СИЗО-1 УФСИН России по Тамбовской области | Тамбовская область","Мичуринская ул, д. 55, город Тамбов, Тамбовская область, Россия, 392000","52.737562,41.439439"
"ФКУ СИЗО-3 УФСИН России по Тамбовской области | Тамбовская область","Стаевская тер., стр. 6, с/п стаевский сельсовет, Мичуринский район, Тамбовская область, Россия, 393795","52.862135,40.427209"
"Казань | ФКУ «ИК № 2 УФСИН России по РТ»","ул. Производственная, д. 18, г. Казань, Республика Татарстан, Россия, 420021","55.767658,49.115406"
"Нижнекамск | ФКУ «ИК № 4 УФСИН России по РТ»","г. Нижнекамск-10, Республика Татарстан, Россия, 423550","55.613196,51.846997"
"пгт. Нижние Вязовые | ФКУ «ИК № 5 УФСИН России по РТ»","ул. Комсомольская, д. 1, пгт Нижние Вязовые, Зеленодольский район, Республика Татарстан, Россия, 422500","55.802964,48.520159"
"Альметьевск | ФКУ «ИК № 8 УФСИН России по РТ»","ул. Базовая, д. 26, г. Альметьевск, Республика Татарстан, Россия, 423450","54.870295,52.279341"
"Казань | ФКУ «ИК № 19 УФСИН России по РТ»","ул. Магистральная, д. 18, г. Казань, Республика Татарстан, Россия, 420108","55.787958,49.234384"
"с. Дигитли | ФКУ «КП № 17 УФСИН России по РТ»","ул. Заречная, д. 4А, с. Дигитли, Мамадышский район, Республика Татарстан, Россия, 422157","55.588923,51.038646"
"ФКУ СИЗО-1 УФСИН России по Республике Татарстан | Республика Татарстан","ул Япеева, д. 16, город Казань, Республика Татарстан, Россия, 420111","55.800569,49.116525"
"ФКУ СИЗО-2 УФСИН России по Республике Татарстан | Республика Татарстан","Большая ул., д.98, город Казань, Республика Татарстан, Россия, 420030","55.65855,49.286561"
"ФКУ СИЗО-3 УФСИН России по Республике Татарстан | Республика Татарстан","Казанская ул., д. 2в, Бугульминский район, город Бугульма, Республика Татарстан, Россия, 423243","54.550661,52.786648"
"ФКУ СИЗО-4 УФСИН России по Республике Татарстан | Республика Татарстан","Мирный пер., д.1, Мензелинский район, город Мензелинск, Республика Татарстан, Россия, 423700","55.728008,53.097515"
"ФКУ СИЗО-5 УФСИН России по Республике Татарстан | Республика Татарстан","ул. К.Либкнехта, д.1 в, Чистопольский район, город Чистополь, Республика Татарстан, Россия, 422980","55.364488,50.645125"
"Тверь | ФКУ «ИК № 1 УФСИН России по Тверской области»","п. Большие Перемерки, д.18, город Тверь, Тверская область, Россия, 170017","56.823829,35.974266"
"Торжок | ФКУ «ИК № 4 УФСИН России по Тверской области»","Старицкая ул., д. 79, город Торжок, Тверская область, Россия, 172011","57.017845,34.967191"
"Вышний Волочек | ФКУ «ИК № 5 УФСИН России по Тверской области»","Ржевский тракт, зд. 7, город Вышний Волочек, Тверская область, Россия, 171161","57.556028,34.544538"
"Бежецк | ФКУ «ИК № 6 УФСИН России по Тверской области»","Новая ул, д. 60а, Бежецкий район, город Бежецк, Тверская область, Россия, 171982","57.773823,36.655175"
"Ржев | ФКУ «ИК № 7 УФСИН России по Тверской области»","Крестьянский пер, д. 38, город Ржев, Тверская область, Россия, 172388","56.277918,34.312606"
"ФКУ СИЗО-1 УФСИН России по Тверской области | Тверская область","ул. Вагжанова, д.141, город Тверь, Тверская область, Россия, 170100","56.849477,35.944985"
"ФКУ СИЗО-2 УФСИН России по Тверской области | Тверская область","Красная ул., д.31, город Кашин, Тверская область, Россия, 171640","57.360633,37.608168"
"ФКУ СИЗО-3 УФСИН России по Тверской области | Тверская область","Зубцовское ш, д. 22, город Ржев, Тверская область, Россия, 172387","56.24586,34.336475"
"Торжок | ФКЛПУ «Областная больница УФСИН России по Тверской области»","Старицкая ул., д.96, город Торжок, Тверская область, Россия, 172011","57.019687,34.962206"
"Томск | ФКУ «ИК № 3 ФСИН»","ул. Гагарина, д. 1А, пгт Харп, Приуральский район, Ямало-Ненецкий автономный округ, Россия, 629420","66.815131,65.801312"
"Томск | ФКУ «ИК № 4 ФСИН»","пос. Рабочий, д. 25, Сосновский район, Тамбовская область, Россия, 393852","53.186858,41.57419"
"ФКУ СИЗО-1 УФСИН России по Томской области | Томская область","ул. Пушкина, д.48, город Томск, Томская область, Россия, 634003","56.501477,84.978439"
"Томск | ФКУ «Томская ВК № 2 ФСИН»","Кольцевой проезд, д. 20, г. Томск, Россия, 634027","56.531426,84.974395"
"Донской | ФКУ «ИК № 1 УФСИН России по Тульской области»","пр-д Димитрова, д. 1, мкр. Комсомольский, г. Донской, Тульская обл., 301781","53.910819, 38.265527"
"Тула | ФКУ «ИК № 2 УФСИН России по Тульской области»","ул. Мориса Тореза, д.11а, город Тула, Тульская область, Россия, 300012","54.176977,37.603076"
"Плавск | ФКУ «ИК № 4 УФСИН России по Тульской области»","Плавский район, город Плавск, поселок Белая гора, Тульская область, Россия, 301470","53.706331,37.291992"
"Донской | ФКУ «ИК № 5 УФСИН России по Тульской области»","Луговая ул., д.1-а, город Донской, микрорайон Шахтерский, Тульская область, Россия, 301782","53.92163,38.31745"
"Новомосковск | ФКУ «ИК № 6 УФСИН России по Тульской области»","Центральная ул., д.27, Новомосковский район, город Новомосковск, Тульская область, Россия, 301654","54.02913,38.248432"
"ФКУ СИЗО-1 УФСИН России по Тульской области | Тульская область","ул. Мориса Тореза, д.11 к.б, город Тула, Тульская область, Россия, 300012","54.177335,37.603578"
"Кызыл | ФКУ «ИК № 1 УФСИН России по Республике Тыва»","ул. Догээ-Баары, д.1, город Кызыл, Республика Тыва, Россия, 667002","51.728113,94.418067"
"Шагонар | ФКУ «ИК № 4 УФСИН России по Республике Тыва»","ул. Энергетиков, д.1, Улуг-Хемский район, город Шагонар, Республика Тыва, Россия, 668210","51.538837,92.912699"
"Тюмень | ФКУ «ИК № 2 УФСИН России по Тюменской области»","Вербная ул., д.13 к.2, город Тюмень, Тюменская область, Россия, 625014","57.12096,65.634866"
"Тюмень | ФКУ «ИК № 4 УФСИН России по Тюменской области»","Авторемонтная ул., д.29, город Тюмень, Тюменская область, Россия, 625017","57.156649,65.460089"
"ФКУ СИЗО-1 УФСИН России по Тюменской области | Тюменская область","Ялуторовская ул., д.42 к.2, город Тюмень, Тюменская область, Россия, 625000","57.147219,65.537999"
"ФКУ СИЗО-2 УФСИН России по Тюменской области | Тюменская область","ул Братьев Перевозкиных, зд. 29, город Заводоуковск, Тюменская область, Россия, 627145","56.492959,66.588571"
"ФКУ СИЗО-4 УФСИН России по Тюменской области | Тюменская область","Вокзальная ул, д. 3, Тюменский район, рабочий поселок Винзили, Тюменская область, Россия, 625530","56.975645,65.785205"
"с. Ягул | ФКУ «ИК № 1 УФСИН России по Удмуртской Республике»","Завьяловский район, село Ягул, Удмуртская Республика, Россия, 427018","56.945139,53.313506"
"Сарапул | ФКУ «ИК № 5 УФСИН России по Удмуртской Республике»","ул. Раскольникова, д.53а, город Сарапул, Удмуртская Республика, Россия, 427965","56.486718,53.814801"
"станция Люга | ФКУ «ИК № 6 УФСИН России по Удмуртской Республике»","ул. Заводская, д. 2А, ст. Люга, Можгинский район, Удмуртская Республика, Россия, 427750","56.431945,51.947782"
"д. Хохряки | ФКУ «ИК № 8 УФСИН России по Удмуртской Республике»","Завьяловский район, деревня Хохряки, Удмуртская Республика, Россия, 427011","56.915466,53.322411"
"с. Каркалай | ФКУ «КП № 3 УФСИН России по Удмуртской Республике»","Станционная ул., д.4, Увинский район, село Каркалай, Удмуртская Республика, Россия, 427230","56.985172,52.169323"
"ФКУ СИЗО-1 УФСИН России по Удмуртской Республике | Удмуртская республика","Базисная ул, д. 13, город Ижевск, Удмуртская Республика, Россия, 426034","56.855766,53.228285"
"ФКУ СИЗО-2 УФСИН России по Удмуртской Республике | Удмуртская республика","ул. Молодой Гвардии, д.24а, город Глазов, Удмуртская Республика, Россия, 427621","58.13699,52.664837"
"Новоульяновск | ФКУ «ИК № 2 УФСИН Ульяновской области»","Поселок Северный ул, зд. 1 стр. 1, г Новоульяновск, Ульяновская область, Россия, 433300","54.145036,48.390554"
"Димитровград | ФКУ «ИК № 3 УФСИН Ульяновской области»","ул. Осипенко, д. 22, г. Димитровград, Ульяновская обл., 433510","54.233938, 49.591783"
"Ульяновск | ФКУ «ИК № 9 УФСИН Ульяновской области»","Инженерный 11-й пр-д, д.36, город Ульяновск, Ульяновская область, Россия, 432072","54.319978,48.394566"
"Димитровград | ФКУ «ИК № 10 УФСИН Ульяновской области»","Промышленная ул., д.3, город Димитровград, Ульяновская область, Россия, 433504","54.192675,49.562484"
"ФКУ СИЗО-1 УФСИН России по Ульяновской области | Ульяновская область","ул Куйбышева, д. 2/93, город Ульяновск, Ульяновская область, Россия, 432048","54.304809,48.378176"
"Димитровград | ФКУ «Тюрьма УФСИН Ульяновской области»","ул. Калугина, д.66, город Димитровград, Ульяновская область, Россия, 433503","54.206764,49.622015"
"Хабаровск | ФКУ «ИК № 3 УФСИН России по Хабаровскому краю»","Целинная ул., д.33а, город Хабаровск, Хабаровский край, Россия, 680032","48.427853,135.154868"
"Комсомольск-на-Амуре | ФКУ «ИК № 7 УФСИН России по Хабаровскому краю»","ул Павловского, д. 12, город Комсомольск-на-Амуре, Хабаровский край, Россия, 681005","50.564243,136.999482"
"Заозерное | ФКУ «ИК № 13 УФСИН России по Хабаровскому краю»","ул. Петра Черкасова, д.21, Хабаровский район, село Заозерное, Хабаровский край, Россия, 680518","48.596145,135.227103"
"Амурск | ФКУ «ИК № 14 УФСИН России по Хабаровскому краю»","ш. Машиностроителей, д. 10, город Амурск, Хабаровский край, Россия, 682640","50.24167,136.864591"
"Заозерное | ФКУ «КП № 22 УФСИН по Хабаровскому краю»","ул. Петра Черкасова, д.32, Хабаровский район, село Заозерное, Хабаровский край, Россия, 680518","48.601999,135.23003"
"ФКУ СИЗО-1 УФСИН России по Хабаровскому краю | Хабаровский край","ул. Знаменщикова, д.6, город Хабаровск, Хабаровский край, Россия, 680038","48.488239,135.05846"
"ФКУ СИЗО-2 УФСИН России по Хабаровскому краю | Хабаровский край","Пионерская ул., д.23 к.2, город Комсомольск-на-Амуре, Хабаровский край, Россия, 681000","50.541866,137.026774"
"ФКУ СИЗО-4 УФСИН России по Хабаровскому краю | Хабаровский край","Клубный пер., д.7, Амурский район, рабочий поселок Эльбан, Хабаровский край, Россия, 682610","50.101343,136.494955"
"п. Усть-Абакан | ФКУ «ИК № 28 УФСИН России по Республике Хакасия»","Подгорный квартал, д. 13, пгт Усть-Абакан, Республика Хакасия, Россия, 655100","53.842706,91.403113"
"Абакан | ФКУ «ИК № 33 УФСИН России по Республике Хакасия»","Молодежный кв-л, д.22, город Абакан, Республика Хакасия, Россия, 655017","53.721342,91.364217"
"Абакан | ФКУ «ИК № 35 УФСИН России по Республике Хакасия»","Молодежный кв-л, д.11, город Абакан, Республика Хакасия, Россия, 655017","53.725091,91.366309"
"ФКУ ЛИУ-34 УФСИН России по Республике Хакасия","город Черногорск, рабочий поселок Пригорск, Республика Хакасия, Россия, 655156","53.912238,91.260782"
"ФКУ СИЗО-1 УФСИН России по Республике Хакасия | Республика Хакасия","Молодежный кв-л, д. 22б стр. 1, г Абакан, Республика Хакасия, Россия, 655017","53.721342,91.364217"
"Сургут | ФКУ «ИК № 11 УФСИН по ХМАО»","ул. Трудовая, д. 2, г. Сургут, Ханты-Мансийский автономный округ — Югра, Россия, 628422","61.230104,73.460666"
"Нижневартовск | ФКУ «ИК № 15 УФСИН по ХМАО»","посёлок Северный, г. Нижневартовск, Ханты-Мансийский автономный округ — Югра, Россия, 628606","60.95368,76.572524"
"ФКУ СИЗО-1 УФСИН России по Ханты-Мансийскому АО | Ханты-Мансийский автономный округ - Югра","пер. Клубный, д. 145, г. Нижневартовск, Ханты-Мансийский автономный округ — Югра, Россия, 628601","60.913542,76.635534"
"ФКУ СИЗО-1 УФСИН России по Херсонской области | Оккупированная территория Херсонской области","ул. Тараса Шевченко, д. 66, с. Чонгар, Генический район, Херсонская область, Украина, 275502","46.030809,34.547769"
"Копейск | ФКУ «ИК № 1 ГУФСИН России по Челябинской области»","город Копейск, рабочий поселок Октябрьский, Челябинская область, Россия, 456658","55.079278,61.814336"
"Челябинск | ФКУ «ИК № 5 ГУФСИН России по Челябинской области»","ул Сталеваров, д. 10, город Челябинск, Челябинская область, Россия, 454047","55.269038,61.401942"
"Копейск | ФКУ «ИК № 6 ГУФСИН России по Челябинской области»","Кемеровская ул, д. 20, город Копейск, Челябинская область, Россия, 456612","54.927641,61.455032"
"Копейск | ФКУ «ИК № 11 ГУФСИН России по Челябинской области»","город Копейск, рабочий поселок Железнодорожный, Челябинская область, Россия, 456656","55.092617,61.553836"
"Копейск | ФКУ «ИК № 15 ГУФСИН России по Челябинской области»","Томская ул., д.4, город Копейск, Челябинская область, Россия, 456652","55.178345,61.622239"
"Магнитогорск | ФКУ «ИК № 18 ГУФСИН России по Челябинской области»","ул. Танкистов, д.19 к.а, город Магнитогорск, Челябинская область, Россия, 455016","53.373231,59.064038"
"Магнитогорск | ФКУ Областная психиатрическая больница ГУФСИН по Челябинской области","ул. Танкистов, д.19, город Магнитогорск, Челябинская область, Россия, 455016","53.377592,59.063079"
"ФКУ СИЗО-1 УФСИН России по Челябинской области | Челябинская область","ул. Российская, д. 53, г. Челябинск, Россия, 456006","55.178482,61.415041"
"ФКУ СИЗО-2 ГУФСИН России по Челябинской области | Челябинская область","ул. Танкистов, д.19, город Магнитогорск, Челябинская область, Россия, 455016","53.377592,59.063079"
"ФКУ СИЗО-3 УФСИН России по Челябинской области | Челябинская область","ул. Артиллерийская, д. 66А, г. Челябинск, Россия, 456205","55.179294,61.427115"
"ФКУ СИЗО-4 ГУФСИН России по Челябинской области | Челябинская область","ул. Им. П.П.Аносова, д.273 НЕТ, нет, город Златоуст, Челябинская область, Россия, 456205","55.203818,59.730198"
"ФКУ СИЗО-7 ФСИН России | Челябинская область","ул Коммуны, д. 70, город Челябинск, Челябинская область, Россия, 454091","55.163616,61.395369"
"Верхнеуральск | ФКУ «Тюрьма ГУФСИН России по Челябинской области»","Северная ул., д.1, Верхнеуральский район, город Верхнеуральск, Челябинская область, Россия, 457670","53.895899,59.223925"
"Аргун | ФКУ «КП № 3 УФСИН России по Чеченской республике»","Шоссейная ул, зд. 144, город Аргун, Чеченская Республика, Россия, 366310","43.292687,45.880238"
"ФКУ СИЗО-1 УФСИН России по Чеченской Республике | Чеченская Республика","ул. имени Кунта-Хаджи Кишиева, д.2, город Грозный, Чеченская Республика, Россия, 364037","43.32615,45.702794"
"ФКУ СИЗО-2 УФСИН России по Чеченской Республике | Чеченская Республика","ул Дзержинского, д. 10, Наурский район, село Чернокозово, Чеченская Республика, Россия, 366134","43.63696,45.453711"
"Чебоксары | ФКУ «ИК № 1 УФСИН России по Чувашии»","Лапсарский пр-д, д. 17, город Чебоксары, Чувашская Республика, Россия, 428903","56.064031,47.259053"
"с. Чернокозово | ФКУ «ИК № 2 УФСИН России по Чеченской республике»","ул Дзержинского, д. 10, Наурский район, село Чернокозово, Чеченская Республика, Россия, 366134","43.63696,45.453711"
"Цивильск | ФКУ «ИК № 9 УФСИН России по Чувашии»","Северная ул., д.13, Цивильский район, город Цивильск, Чувашская Республика, Россия, 429900","55.716046,47.40792"
"п. Калинино | ФКУ «КП № 8 УФСИН России по Чувашии»","ул. Калинина, д. 1, Алатырский район, поселок Калинино, Чувашская Республика, Россия, 429801","54.776125,46.448337"
"ФКУ СИЗО-2 УФСИН России по Чувашской Республике | Чувашская Республика","Советская ул., д. 81, Цивильский район, город Цивильск, Чувашская Республика, Россия, 429901","55.86629,47.4799"
"п. Харп | п. Харп | ФКУ ИК-3 УФСИН России по Ямало-Ненецкому автономному округу","ул. Гагарина, д. 1А, пгт Харп, Приуральский район, Ямало-Ненецкий автономный округ, Россия, 629420","66.815131,65.801312"
"Лабытнанги | Лабытнанги | ФКУ ИК-8 УФСИН России по Ямало-Ненецкому автономному округу","Северная ул., д.33, город Лабытнанги, Ямало-Ненецкий автономный округ, Россия, 629400","66.655763,66.389832"
"п. Харп | п. Харп | ФКУ ИК-18 УФСИН России по Ямало-Ненецкому автономному округу","пгт Харп, Приуральский район, Ямало-Ненецкий автономный округ, Россия, 629420","66.815131,65.801312"
"Ярославль | ФКУ «ИК № 1 УФСИН России по Ярославской области»","Хлебная ул., д.12, город Ярославль, Ярославская область, Россия, 150036","57.766921,39.789689"
"Рыбинск | ФКУ «ИК № 2 УФСИН России по Ярославской области»","Целинная ул., д.50, Рыбинский район, город Рыбинск, Ярославская область, Россия, 152914","58.106433,38.719629"
"Углич | ФКУ «ИК № 3 УФСИН России по Ярославской области»","Камышевское ш., д.2, Угличский район, город Углич, Ярославская область, Россия, 152612","57.509459,38.302947"
"Ярославль | ФКУ «ИК № 8 УФСИН России по Ярославской области»","ул Колышкина, д. 1а, город Ярославль, Ярославская область, Россия, 150036","57.73276,39.803065"
"ФКУ СИЗО-1 Управления ФСИН России по Ярославской области | Ярославская область","Портовая набережная, д. 10, г. Ярославль, Россия, 150001","57.60963,39.909303"
"ФКУ СИЗО-2 УФСИН России по Ярославской области | Ярославская область","Шоссейный пер., д.5, Рыбинский район, город Рыбинск, Ярославская область, Россия, 152919","58.029149,38.832513"
"ИВС ОМВД России по Раздольненскому району | Оккупированная территория Республики Крым","Евпаторийское шоссе, д. 5, п. Раздольное, Раздольненский район, Республика Крым, Россия","45.763278,33.491335"
"ИВС ОМВД по Нижнедевицкому району Воронежской области | Воронежская область","Театральная улица, д. 20, с. Нижнедевицк, Нижнедевицкий район, Воронежская область, Россия","51.539986,38.351583"
"ИВС УМВД РФ по г. Нальчик | Кабардино-Балкарская Республика","площадь 400-летия, Нальчик, Кабардино-Балкарская Республика","43.484603,43.607012"
"ИВС УМВД России по г. Ростову-на-Дону | Ростовская область","Ворошиловский проспект, д. 28, г. Ростов-на-Дону, Ростовская область, Россия","47.22497,39.718036"
"ИВС подозреваемых и обвиняемых по городу Сочи | Краснодарский край","аллея Челтенхэма, д. 10 к1, г. Сочи, Краснодарский край, Россия","43.563524,39.801528"
"ПФРСИ при ИК № 1 по Республике Адыгея | Республика Адыгея","ул. Ленина, д. 28, п. Тлюстенхабль, Теучежский район, Республика Адыгея, Россия, 385228","44.981426,39.0903"
"ПФРСИ при ИК-4 УФСИН России по Калининградской области | Калининградская область","пос. Колосовка, Зеленоградский район, Калининградская область, Россия, 238543","54.801732,20.299117"
"ПФРСИ при ИК-5 по Красноярскому краю | Красноярский край","ул. Центральная, д. 50, п. Старцево, Емельяновский район, Красноярский край, Россия, 660119","56.165541,92.982251"
"ПФРСИ при ИК-6 УФСИН России по Московской области | Московская область","проезд Колычевский, д. 6, г. Коломна, Московская область, Россия, 140405","55.061456,38.738928"
"ПФРСИ при ИК-7 по Владимирской области | Владимирская область","ул. Центральная, д. 1А, пос. Пакино, Ковровский район, Владимирская область, Россия, 601960","56.363976,41.233449"
"ПФРСИ при ИК-9 УФСИН России по Волгоградской области | Волгоградская область","ул. Костюченко, д. 12, г. Волгоград, Россия, 400058","48.839108,44.557934"
"ПФРСИ при ИК-9 УФСИН России по Краснодарскому краю | Краснодарский край","ул. Грибоедова, д. 42, г. Хадыженск, Краснодарский край, Россия, 352671","44.409509,39.527864"
"ПФРСИ при ФКУ ИК № 6 УФСИН России по Чувашской Республике | Чувашская Республика","ул. Большая, влд. 50, дер. Толиково, Чебоксарский район, Чувашская Республика - Чувашия, Россия, 429950","56.069547,47.454614"
"ПФРСИ при ФКУ ИК-1 УФСИН России по Московской области | Московская область","пос. Новое Гришино, Дмитровский район, Московская область, Россия, 141862","56.197451,37.644188"
"ПФРСИ при ФКУ ИК-13 УФСИН России по Свердловской области | Свердловская область","ул. Кулибина, д. 61, г. Нижний Тагил, Свердловская область, Россия, 622013","57.900588,60.015351"
"ПФРСИ при ФКУ ИК-15 УФСИН России по Самарской области  | Самарская область","ул. Утевская, д. 18А, г. Самара, Россия, 443047","53.13229,50.105148"
"ПФРСИ при ФКУ ИК-2 ГУФСИН России по Свердловской области | Свердловская область","ул. Малышева, д. 2 Б, г. Екатеринбург, Свердловская область, Россия, 620019","56.831261,60.580066"
"ПФРСИ при ФКУ ИК-9 УФСИН России по Республике Карелия | Республика Карелия","пос. Петрозаводской Птицефабрики, р-н Птицефабрика, г. Петрозаводск, Республика Карелия, Россия, 185012, а/я 1443","61.726382,34.438795"
"ПФРСИ при ФКУ ЛИУ-42 ГУФСИН России по Кемеровской области | Кемеровская область","тер. Северная промзона, д. 15, г. Ленинск-Кузнецкий, Кемеровская область, Россия, 652523","54.724822, 86.165037"
